Ariyalur,15794,15343,215,236,01/08/2021
RailwaySurveillance,428,428,0,0,21/08/2021
Ariyalur,16217,15793,180,244,22/08/2021
Chengalpattu,164469,160920,1127,2422,22/08/2021
Chennai,542555,532047,2129,8379,22/08/2021
Coimbatore,234244,229778,2229,2237,22/08/2021
Cuddalore,61887,60416,641,830,22/08/2021
Dharmapuri,26656,26183,233,240,22/08/2021
Dindigul,32420,31688,101,631,22/08/2021
Erode,97304,94934,1728,642,22/08/2021
Kallakurichi,29860,29336,325,199,22/08/2021
Kancheepuram,72519,70968,330,1221,22/08/2021
Kanyakumari,60753,59414,310,1029,22/08/2021
Karur,23002,22464,187,351,22/08/2021
Krishnagiri,41911,41320,263,328,22/08/2021
Madurai,73884,72571,164,1149,22/08/2021
Mayiladuthurai,21633,21109,249,275,22/08/2021
Nagapattinam,19415,18707,404,304,22/08/2021
Namakkal,48379,47387,527,465,22/08/2021
Nilgiris,31483,30883,407,193,22/08/2021
Perambalur,11644,11352,65,227,22/08/2021
Pudukottai,28870,28159,331,380,22/08/2021
Ramanathapuram,20156,19756,48,352,22/08/2021
Ranipet,42405,41423,233,749,22/08/2021
Salem,95521,92771,1128,1622,22/08/2021
Sivagangai,19236,18835,201,200,22/08/2021
Tenkasi,27002,26445,73,484,22/08/2021
Thanjavur,70135,68137,1122,876,22/08/2021
Theni,43136,42511,110,515,22/08/2021
Thirupathur,28494,27786,96,612,22/08/2021
Thiruvallur,115207,112661,770,1776,22/08/2021
Thiruvannamalai,53047,51968,432,647,22/08/2021
Thiruvarur,38743,37909,443,391,22/08/2021
Thoothukudi,55384,54870,115,399,22/08/2021
Tirunelveli,48338,47716,192,430,22/08/2021
Tiruppur,89676,87916,847,913,22/08/2021
Trichy,73884,72245,640,999,22/08/2021
Vellore,48636,47171,359,1106,22/08/2021
Villupuram,44556,43857,352,347,22/08/2021
Virudhunagar,45695,45077,75,543,22/08/2021
AirportSurveillance(International),1020,1015,4,1,22/08/2021
AirportSurveillance(Domestic),1081,1079,1,1,22/08/2021
RailwaySurveillance,428,428,0,0,22/08/2021
Ariyalur,16229,15813,170,246,23/08/2021
Chengalpattu,164564,161025,1117,2422,23/08/2021
Chennai,542729,532251,2095,8383,23/08/2021
Coimbatore,234444,229988,2215,2241,23/08/2021
Cuddalore,61939,60495,614,830,23/08/2021
Dharmapuri,26678,26219,219,240,23/08/2021
Dindigul,32428,31693,104,631,23/08/2021
Erode,97438,95123,1673,642,23/08/2021
Kallakurichi,29880,29361,320,199,23/08/2021
Kancheepuram,72553,71000,330,1223,23/08/2021
Kanyakumari,60779,59451,299,1029,23/08/2021
Karur,23017,22475,191,351,23/08/2021
Krishnagiri,41928,41343,257,328,23/08/2021
Madurai,73894,72588,156,1150,23/08/2021
Mayiladuthurai,21654,21131,246,277,23/08/2021
Nagapattinam,19458,18739,415,304,23/08/2021
Namakkal,48423,47435,523,465,23/08/2021
Nilgiris,31515,30925,397,193,23/08/2021
Perambalur,11649,11355,67,227,23/08/2021
Pudukottai,28897,28197,319,381,23/08/2021
Ramanathapuram,20159,19758,49,352,23/08/2021
Ranipet,42429,41444,236,749,23/08/2021
Salem,95606,92857,1127,1622,23/08/2021
Sivagangai,19254,18854,200,200,23/08/2021
Tenkasi,27004,26449,71,484,23/08/2021
Thanjavur,70238,68237,1121,880,23/08/2021
Theni,43140,42521,104,515,23/08/2021
Thirupathur,28504,27794,98,612,23/08/2021
Thiruvallur,115273,112744,751,1778,23/08/2021
Thiruvannamalai,53087,52015,424,648,23/08/2021
Thiruvarur,38781,37958,432,391,23/08/2021
Thoothukudi,55397,54883,116,398,23/08/2021
Tirunelveli,48350,47741,179,430,23/08/2021
Tiruppur,89750,87984,851,915,23/08/2021
Trichy,73925,72309,616,1000,23/08/2021
Vellore,48676,47201,369,1106,23/08/2021
Villupuram,44587,43906,334,347,23/08/2021
Virudhunagar,45704,45084,77,543,23/08/2021
AirportSurveillance(International),1020,1015,4,1,23/08/2021
AirportSurveillance(Domestic),1081,1079,1,1,23/08/2021
RailwaySurveillance,428,428,0,0,23/08/2021
Ariyalur,16241,15830,165,246,24/08/2021
Chengalpattu,164648,161123,1101,2424,24/08/2021
Chennai,542902,532467,2049,8386,24/08/2021
Coimbatore,234637,230211,2181,2245,24/08/2021
Cuddalore,62008,60560,616,832,24/08/2021
Dharmapuri,26698,26243,213,242,24/08/2021
Dindigul,32440,31700,109,631,24/08/2021
Erode,97572,95291,1638,643,24/08/2021
Kallakurichi,29917,29392,326,199,24/08/2021
Kancheepuram,72589,71036,330,1223,24/08/2021
Kanyakumari,60803,59485,289,1029,24/08/2021
Karur,23030,22493,186,351,24/08/2021
Krishnagiri,41940,41364,248,328,24/08/2021
Madurai,73908,72602,156,1150,24/08/2021
Mayiladuthurai,21677,21156,244,277,24/08/2021
Nagapattinam,19493,18778,411,304,24/08/2021
Namakkal,48467,47476,526,465,24/08/2021
Nilgiris,31545,30963,389,193,24/08/2021
Perambalur,11656,11359,68,229,24/08/2021
Pudukottai,28922,28229,312,381,24/08/2021
Ramanathapuram,20161,19763,46,352,24/08/2021
Ranipet,42447,41463,235,749,24/08/2021
Salem,95688,92965,1099,1624,24/08/2021
Sivagangai,19270,18866,204,200,24/08/2021
Tenkasi,27009,26453,72,484,24/08/2021
Thanjavur,70328,68332,1115,881,24/08/2021
Theni,43154,42532,107,515,24/08/2021
Thirupathur,28523,27801,110,612,24/08/2021
Thiruvallur,115334,112823,732,1779,24/08/2021
Thiruvannamalai,53126,52060,417,649,24/08/2021
Thiruvarur,38815,38009,414,392,24/08/2021
Thoothukudi,55407,54899,110,398,24/08/2021
Tirunelveli,48360,47763,167,430,24/08/2021
Tiruppur,89815,88057,838,920,24/08/2021
Trichy,73972,72367,605,1000,24/08/2021
Vellore,48716,47243,367,1106,24/08/2021
Villupuram,44616,43939,330,347,24/08/2021
Virudhunagar,45710,45094,73,543,24/08/2021
AirportSurveillance(International),1020,1016,3,1,24/08/2021
AirportSurveillance(Domestic),1082,1079,2,1,24/08/2021
RailwaySurveillance,428,428,0,0,24/08/2021
Ariyalur,16258,15846,165,247,25/08/2021
Chengalpattu,164740,161210,1103,2427,25/08/2021
Chennai,543065,532676,2002,8387,25/08/2021
Coimbatore,234820,230439,2132,2249,25/08/2021
Cuddalore,62062,60631,599,832,25/08/2021
Dharmapuri,26714,26263,209,242,25/08/2021
Dindigul,32452,31709,112,631,25/08/2021
Erode,97707,95448,1616,643,25/08/2021
Kallakurichi,29953,29426,328,199,25/08/2021
Kancheepuram,72623,71068,331,1224,25/08/2021
Kanyakumari,60829,59513,285,1031,25/08/2021
Karur,23047,22514,181,352,25/08/2021
Krishnagiri,41972,41387,256,329,25/08/2021
Madurai,73917,72620,146,1151,25/08/2021
Mayiladuthurai,21704,21183,244,277,25/08/2021
Nagapattinam,19521,18820,397,304,25/08/2021
Namakkal,48517,47514,538,465,25/08/2021
Nilgiris,31582,31007,382,193,25/08/2021
Perambalur,11661,11365,67,229,25/08/2021
Pudukottai,28951,28255,315,381,25/08/2021
Ramanathapuram,20168,19767,49,352,25/08/2021
Ranipet,42467,41485,232,750,25/08/2021
Salem,95763,93068,1071,1624,25/08/2021
Sivagangai,19292,18880,210,202,25/08/2021
Tenkasi,27018,26458,76,484,25/08/2021
Thanjavur,70412,68429,1102,881,25/08/2021
Theni,43168,42544,109,515,25/08/2021
Thirupathur,28526,27811,103,612,25/08/2021
Thiruvallur,115403,112906,716,1781,25/08/2021
Thiruvannamalai,53158,52103,405,650,25/08/2021
Thiruvarur,38843,38057,394,392,25/08/2021
Thoothukudi,55422,54910,113,399,25/08/2021
Tirunelveli,48366,47776,160,430,25/08/2021
Tiruppur,89880,88122,836,922,25/08/2021
Trichy,74019,72419,597,1003,25/08/2021
Vellore,48752,47290,356,1106,25/08/2021
Villupuram,44648,43963,338,347,25/08/2021
Virudhunagar,45717,45102,72,543,25/08/2021
AirportSurveillance(International),1020,1016,3,1,25/08/2021
AirportSurveillance(Domestic),1082,1079,2,1,25/08/2021
RailwaySurveillance,428,428,0,0,25/08/2021
Ariyalur,16270,15859,164,247,26/08/2021
Chengalpattu,164854,161305,1121,2428,26/08/2021
Chennai,543249,532887,1975,8387,26/08/2021
Coimbatore,235041,230671,2118,2252,26/08/2021
Cuddalore,62102,60699,571,832,26/08/2021
Dharmapuri,26731,26280,209,242,26/08/2021
Dindigul,32458,31720,107,631,26/08/2021
Erode,97797,95594,1557,646,26/08/2021
Kallakurichi,29986,29463,324,199,26/08/2021
Kancheepuram,72657,71094,336,1227,26/08/2021
Kanyakumari,60854,59544,279,1031,26/08/2021
Karur,23054,22537,165,352,26/08/2021
Krishnagiri,41998,41412,257,329,26/08/2021
Madurai,73932,72635,145,1152,26/08/2021
Mayiladuthurai,21737,21212,248,277,26/08/2021
Nagapattinam,19540,18856,380,304,26/08/2021
Namakkal,48576,47556,554,466,26/08/2021
Nilgiris,31620,31051,375,194,26/08/2021
Perambalur,11671,11373,68,230,26/08/2021
Pudukottai,28979,28285,310,384,26/08/2021
Ramanathapuram,20170,19772,46,352,26/08/2021
Ranipet,42482,41513,218,751,26/08/2021
Salem,95835,93175,1034,1626,26/08/2021
Sivagangai,19308,18898,209,201,26/08/2021
Tenkasi,27028,26464,80,484,26/08/2021
Thanjavur,70473,68533,1056,884,26/08/2021
Theni,43177,42560,102,515,26/08/2021
Thirupathur,28546,27821,112,613,26/08/2021
Thiruvallur,115476,112991,703,1782,26/08/2021
Thiruvannamalai,53191,52149,392,650,26/08/2021
Thiruvarur,38863,38097,374,392,26/08/2021
Thoothukudi,55439,54917,123,399,26/08/2021
Tirunelveli,48382,47788,164,430,26/08/2021
Tiruppur,89957,88191,842,924,26/08/2021
Trichy,74063,72473,587,1003,26/08/2021
Vellore,48775,47326,343,1106,26/08/2021
Villupuram,44678,43988,343,347,26/08/2021
Virudhunagar,45727,45111,73,543,26/08/2021
AirportSurveillance(International),1020,1016,3,1,26/08/2021
AirportSurveillance(Domestic),1082,1079,2,1,26/08/2021
RailwaySurveillance,428,428,0,0,26/08/2021
Ariyalur,16288,15874,167,247,27/08/2021
Chengalpattu,164976,161406,1141,2429,27/08/2021
Chennai,543408,533095,1922,8391,27/08/2021
Coimbatore,235273,230909,2107,2257,27/08/2021
Cuddalore,62142,60759,551,832,27/08/2021
Dharmapuri,26755,26298,215,242,27/08/2021
Dindigul,32463,31730,102,631,27/08/2021
Erode,97915,95746,1521,648,27/08/2021
Kallakurichi,30010,29493,318,199,27/08/2021
Kancheepuram,72692,71126,337,1229,27/08/2021
Kanyakumari,60886,59565,290,1031,27/08/2021
Karur,23063,22555,156,352,27/08/2021
Krishnagiri,42017,41438,250,329,27/08/2021
Madurai,73946,72647,146,1153,27/08/2021
Mayiladuthurai,21773,21239,257,277,27/08/2021
Nagapattinam,19566,18887,375,304,27/08/2021
Namakkal,48626,47601,558,467,27/08/2021
Nilgiris,31650,31090,366,194,27/08/2021
Perambalur,11677,11378,69,230,27/08/2021
Pudukottai,29006,28313,309,384,27/08/2021
Ramanathapuram,20175,19776,47,352,27/08/2021
Ranipet,42498,41532,214,752,27/08/2021
Salem,95905,93285,994,1626,27/08/2021
Sivagangai,19325,18912,212,201,27/08/2021
Tenkasi,27039,26474,81,484,27/08/2021
Thanjavur,70532,68631,1017,884,27/08/2021
Theni,43184,42573,96,515,27/08/2021
Thirupathur,28559,27832,114,613,27/08/2021
Thiruvallur,115548,113070,696,1782,27/08/2021
Thiruvannamalai,53218,52187,381,650,27/08/2021
Thiruvarur,38891,38131,368,392,27/08/2021
Thoothukudi,55452,54930,123,399,27/08/2021
Tirunelveli,48397,47806,161,430,27/08/2021
Tiruppur,90021,88265,829,927,27/08/2021
Trichy,74108,72533,572,1003,27/08/2021
Vellore,48789,47367,315,1107,27/08/2021
Villupuram,44710,44023,340,347,27/08/2021
Virudhunagar,45734,45117,74,543,27/08/2021
AirportSurveillance(International),1021,1016,4,1,27/08/2021
AirportSurveillance(Domestic),1082,1079,2,1,27/08/2021
RailwaySurveillance,428,428,0,0,27/08/2021
Ariyalur,16304,15886,171,247,28/08/2021
Chengalpattu,165095,161515,1151,2429,28/08/2021
Chennai,543599,533298,1906,8395,28/08/2021
Coimbatore,235504,231156,2091,2257,28/08/2021
Cuddalore,62179,60811,536,832,28/08/2021
Dharmapuri,26779,26315,222,242,28/08/2021
Dindigul,32466,31737,98,631,28/08/2021
Erode,98024,95899,1474,651,28/08/2021
Kallakurichi,30029,29526,303,200,28/08/2021
Kancheepuram,72724,71147,347,1230,28/08/2021
Kanyakumari,60911,59590,290,1031,28/08/2021
Karur,23078,22566,160,352,28/08/2021
Krishnagiri,42038,41461,247,330,28/08/2021
Madurai,73957,72661,142,1154,28/08/2021
Mayiladuthurai,21806,21271,258,277,28/08/2021
Nagapattinam,19588,18911,373,304,28/08/2021
Namakkal,48677,47654,554,469,28/08/2021
Nilgiris,31676,31126,356,194,28/08/2021
Perambalur,11683,11385,68,230,28/08/2021
Pudukottai,29034,28344,304,386,28/08/2021
Ramanathapuram,20179,19782,45,352,28/08/2021
Ranipet,42516,41554,209,753,28/08/2021
Salem,95967,93390,948,1629,28/08/2021
Sivagangai,19341,18925,215,201,28/08/2021
Tenkasi,27049,26483,82,484,28/08/2021
Thanjavur,70607,68718,1005,884,28/08/2021
Theni,43192,42583,94,515,28/08/2021
Thirupathur,28563,27840,110,613,28/08/2021
Thiruvallur,115621,113153,686,1782,28/08/2021
Thiruvannamalai,53253,52228,374,651,28/08/2021
Thiruvarur,38928,38168,368,392,28/08/2021
Thoothukudi,55460,54943,118,399,28/08/2021
Tirunelveli,48411,47821,160,430,28/08/2021
Tiruppur,90085,88344,814,927,28/08/2021
Trichy,74165,72596,566,1003,28/08/2021
Vellore,48804,47395,301,1108,28/08/2021
Villupuram,44738,44053,338,347,28/08/2021
Virudhunagar,45738,45125,70,543,28/08/2021
AirportSurveillance(International),1021,1017,3,1,28/08/2021
AirportSurveillance(Domestic),1082,1079,2,1,28/08/2021
RailwaySurveillance,428,428,0,0,28/08/2021
Ariyalur,16321,15900,174,247,29/08/2021
Chengalpattu,165203,161631,1143,2429,29/08/2021
Chennai,543786,533516,1873,8397,29/08/2021
Coimbatore,235713,231395,2058,2260,29/08/2021
Cuddalore,62217,60854,529,834,29/08/2021
Dharmapuri,26803,26330,230,243,29/08/2021
Dindigul,32470,31742,97,631,29/08/2021
Erode,98153,96047,1453,653,29/08/2021
Kallakurichi,30049,29556,293,200,29/08/2021
Kancheepuram,72758,71166,362,1230,29/08/2021
Kanyakumari,60934,59612,289,1033,29/08/2021
Karur,23089,22579,158,352,29/08/2021
Krishnagiri,42055,41489,235,331,29/08/2021
Madurai,73969,72672,143,1154,29/08/2021
Mayiladuthurai,21835,21308,250,277,29/08/2021
Nagapattinam,19609,18932,373,304,29/08/2021
Namakkal,48730,47713,548,469,29/08/2021
Nilgiris,31705,31160,351,194,29/08/2021
Perambalur,11693,11393,70,230,29/08/2021
Pudukottai,29060,28380,294,386,29/08/2021
Ramanathapuram,20184,19786,46,352,29/08/2021
Ranipet,42531,41572,205,754,29/08/2021
Salem,96024,93503,891,1630,29/08/2021
Sivagangai,19356,18935,220,201,29/08/2021
Tenkasi,27068,26489,95,484,29/08/2021
Thanjavur,70686,68812,989,885,29/08/2021
Theni,43198,42590,93,515,29/08/2021
Thirupathur,28581,27845,123,613,29/08/2021
Thiruvallur,115687,113226,679,1782,29/08/2021
Thiruvannamalai,53278,52272,355,651,29/08/2021
Thiruvarur,38960,38207,361,392,29/08/2021
Thoothukudi,55470,54952,119,399,29/08/2021
Tirunelveli,48424,47835,159,430,29/08/2021
Tiruppur,90164,88426,810,928,29/08/2021
Trichy,74222,72663,554,1005,29/08/2021
Vellore,48813,47412,293,1108,29/08/2021
Villupuram,44765,44082,334,349,29/08/2021
Virudhunagar,45743,45131,68,544,29/08/2021
AirportSurveillance(International),1021,1017,3,1,29/08/2021
AirportSurveillance(Domestic),1082,1079,2,1,29/08/2021
RailwaySurveillance,428,428,0,0,29/08/2021
Ariyalur,16333,15916,170,247,30/08/2021
Chengalpattu,165295,161750,1114,2431,30/08/2021
Chennai,543968,533743,1827,8398,30/08/2021
Coimbatore,235903,231598,2042,2263,30/08/2021
Cuddalore,62251,60901,515,835,30/08/2021
Dharmapuri,26828,26348,237,243,30/08/2021
Dindigul,32476,31748,97,631,30/08/2021
Erode,98280,96206,1418,656,30/08/2021
Kallakurichi,30073,29588,285,200,30/08/2021
Kancheepuram,72790,71188,372,1230,30/08/2021
Kanyakumari,60964,59638,293,1033,30/08/2021
Karur,23101,22596,153,352,30/08/2021
Krishnagiri,42069,41514,224,331,30/08/2021
Madurai,73986,72685,147,1154,30/08/2021
Mayiladuthurai,21860,21341,241,278,30/08/2021
Nagapattinam,19649,18960,385,304,30/08/2021
Namakkal,48780,47777,533,470,30/08/2021
Nilgiris,31733,31196,343,194,30/08/2021
Perambalur,11698,11400,68,230,30/08/2021
Pudukottai,29086,28410,288,388,30/08/2021
Ramanathapuram,20186,19791,43,352,30/08/2021
Ranipet,42546,41593,198,755,30/08/2021
Salem,96078,93595,853,1630,30/08/2021
Sivagangai,19367,18947,219,201,30/08/2021
Tenkasi,27081,26497,100,484,30/08/2021
Thanjavur,70767,68919,962,886,30/08/2021
Theni,43200,42599,86,515,30/08/2021
Thirupathur,28593,27852,127,614,30/08/2021
Thiruvallur,115751,113295,674,1782,30/08/2021
Thiruvannamalai,53325,52303,371,651,30/08/2021
Thiruvarur,38994,38241,361,392,30/08/2021
Thoothukudi,55485,54958,128,399,30/08/2021
Tirunelveli,48438,47850,158,430,30/08/2021
Tiruppur,90236,88520,787,929,30/08/2021
Trichy,74288,72728,554,1006,30/08/2021
Vellore,48828,47422,297,1109,30/08/2021
Villupuram,44796,44105,341,350,30/08/2021
Virudhunagar,45747,45134,69,544,30/08/2021
AirportSurveillance(International),1021,1017,3,1,30/08/2021
AirportSurveillance(Domestic),1082,1079,2,1,30/08/2021
RailwaySurveillance,428,428,0,0,30/08/2021
Ariyalur,16346,15936,163,247,31/08/2021
Chengalpattu,165387,161860,1096,2431,31/08/2021
Chennai,544153,533961,1792,8400,31/08/2021
Coimbatore,236077,231783,2028,2266,31/08/2021
Cuddalore,62290,60941,514,835,31/08/2021
Dharmapuri,26848,26370,234,244,31/08/2021
Dindigul,32479,31759,89,631,31/08/2021
Erode,98416,96354,1405,657,31/08/2021
Kallakurichi,30101,29618,283,200,31/08/2021
Kancheepuram,72830,71227,372,1231,31/08/2021
Kanyakumari,60992,59666,293,1033,31/08/2021
Karur,23112,22608,152,352,31/08/2021
Krishnagiri,42085,41540,214,331,31/08/2021
Madurai,74003,72697,152,1154,31/08/2021
Mayiladuthurai,21895,21373,243,279,31/08/2021
Nagapattinam,19668,18995,369,304,31/08/2021
Namakkal,48840,47832,538,470,31/08/2021
Nilgiris,31758,31230,333,195,31/08/2021
Perambalur,11707,11405,72,230,31/08/2021
Pudukottai,29108,28438,282,388,31/08/2021
Ramanathapuram,20188,19795,41,352,31/08/2021
Ranipet,42560,41611,194,755,31/08/2021
Salem,96129,93680,818,1631,31/08/2021
Sivagangai,19379,18962,216,201,31/08/2021
Tenkasi,27094,26506,104,484,31/08/2021
Thanjavur,70864,69031,944,889,31/08/2021
Theni,43205,42607,83,515,31/08/2021
Thirupathur,28599,27862,123,614,31/08/2021
Thiruvallur,115814,113362,667,1785,31/08/2021
Thiruvannamalai,53356,52339,366,651,31/08/2021
Thiruvarur,39028,38276,359,393,31/08/2021
Thoothukudi,55492,54971,122,399,31/08/2021
Tirunelveli,48449,47864,155,430,31/08/2021
Tiruppur,90305,88607,767,931,31/08/2021
Trichy,74354,72797,550,1007,31/08/2021
Vellore,48855,47439,307,1109,31/08/2021
Villupuram,44823,44134,338,351,31/08/2021
Virudhunagar,45752,45141,67,544,31/08/2021
AirportSurveillance(International),1021,1017,3,1,31/08/2021
AirportSurveillance(Domestic),1082,1079,2,1,31/08/2021
RailwaySurveillance,428,428,0,0,31/08/2021
